spec_index,family,design,outcome_field,n_obs,n_features,covariance_type,n_unique_panelist_clusters,n_unique_product_clusters,n_dropped_constant_columns,n_dropped_duplicate_columns,n_dropped_rank_deficient_columns,r2,adj_r2,aic,bic,log_likelihood,rmse,mae,path__summary_json,path__metadata_json,path__coefficients_full_csv,path__coefficients_attributes_csv,path__coefficients_top_attributes_csv,path__dropped_columns_csv
0,ols,panelist_plus_product_features,rating,60,28,cluster,20,9,0,1,16,0.6537687866864694,0.361636200453178,153.7391805642451,212.38082830646388,-48.86959028212254,0.5463773843653199,0.4394772005801941,outputs/run_beer_demo_large_self_selection/analysis/regression/00_ols_panelist_plus_product_features_rating_summary.json,outputs/run_beer_demo_large_self_selection/analysis/regression/00_ols_panelist_plus_product_features_rating_metadata.json,outputs/run_beer_demo_large_self_selection/analysis/regression/00_ols_panelist_plus_product_features_rating_coefficients_full.csv,outputs/run_beer_demo_large_self_selection/analysis/regression/00_ols_panelist_plus_product_features_rating_coefficients_attributes.csv,outputs/run_beer_demo_large_self_selection/analysis/regression/00_ols_panelist_plus_product_features_rating_coefficients_top_attributes.csv,outputs/run_beer_demo_large_self_selection/analysis/regression/00_ols_panelist_plus_product_features_rating_dropped_columns.csv
1,ols,panelist_plus_product_features,bitterness,60,28,cluster,20,9,0,1,16,0.7575382407286964,0.5529611313435339,96.76670160794235,155.40834935016116,-20.383350803971176,0.3398618662005221,0.2673293055164445,outputs/run_beer_demo_large_self_selection/analysis/regression/01_ols_panelist_plus_product_features_bitterness_summary.json,outputs/run_beer_demo_large_self_selection/analysis/regression/01_ols_panelist_plus_product_features_bitterness_metadata.json,outputs/run_beer_demo_large_self_selection/analysis/regression/01_ols_panelist_plus_product_features_bitterness_coefficients_full.csv,outputs/run_beer_demo_large_self_selection/analysis/regression/01_ols_panelist_plus_product_features_bitterness_coefficients_attributes.csv,outputs/run_beer_demo_large_self_selection/analysis/regression/01_ols_panelist_plus_product_features_bitterness_coefficients_top_attributes.csv,outputs/run_beer_demo_large_self_selection/analysis/regression/01_ols_panelist_plus_product_features_bitterness_dropped_columns.csv
